Immobilienart	Region	Zeitabschnitt	Anzahl Mittel aus 10Jahresscheiben	Index final(Basis: 2010_1 = 100)
gebrauchte Eigentumswohnungen	4203	2018_4	#DIV/0!	
gebrauchte Eigentumswohnungen	4203	2019_1	#DIV/0!	
gebrauchte Eigentumswohnungen	4203	2019_2	#DIV/0!	
gebrauchte Eigentumswohnungen	4203	2019_3	#DIV/0!	
gebrauchte Eigentumswohnungen	4203	2019_4	#DIV/0!	
gebrauchte Eigentumswohnungen	4203	2020_1	#DIV/0!	
gebrauchte Eigentumswohnungen	4203	2020_2	#DIV/0!	
gebrauchte Eigentumswohnungen	4203	2020_3	#DIV/0!	
gebrauchte Eigentumswohnungen	4203	2020_4	#DIV/0!	
gebrauchte Eigentumswohnungen	4203	2021_1	#DIV/0!	
gebrauchte Eigentumswohnungen	4203	2021_2	#DIV/0!	
gebrauchte Eigentumswohnungen	4203	2021_3	#DIV/0!	
gebrauchte Eigentumswohnungen	4203	2021_4	#DIV/0!	
gebrauchte Eigentumswohnungen	4204	2000_1	5,0	
gebrauchte Eigentumswohnungen	4204	2000_2	9,0	
gebrauchte Eigentumswohnungen	4204	2000_3	11,0	
gebrauchte Eigentumswohnungen	4204	2000_4	18,0	
gebrauchte Eigentumswohnungen	4204	2001_1	11,0	
gebrauchte Eigentumswohnungen	4204	2001_2	12,0	
gebrauchte Eigentumswohnungen	4204	2001_3	2,0	
gebrauchte Eigentumswohnungen	4204	2001_4	4,0	
gebrauchte Eigentumswohnungen	4204	2002_1	5,0	
gebrauchte Eigentumswohnungen	4204	2002_2	17,0	
gebrauchte Eigentumswohnungen	4204	2002_3	1,0	
gebrauchte Eigentumswohnungen	4204	2002_4	22,0	
gebrauchte Eigentumswohnungen	4204	2003_1	11,0	
gebrauchte Eigentumswohnungen	4204	2003_2	12,0	
gebrauchte Eigentumswohnungen	4204	2003_3	16,0	
gebrauchte Eigentumswohnungen	4204	2003_4	43,0	
gebrauchte Eigentumswohnungen	4204	2004_1	9,0	
gebrauchte Eigentumswohnungen	4204	2004_2	19,0	
gebrauchte Eigentumswohnungen	4204	2004_3	21,0	
gebrauchte Eigentumswohnungen	4204	2004_4	34,0	
gebrauchte Eigentumswohnungen	4204	2005_1	8,0	
gebrauchte Eigentumswohnungen	4204	2005_2	18,0	
gebrauchte Eigentumswohnungen	4204	2005_3	15,0	
gebrauchte Eigentumswohnungen	4204	2005_4	34,0	
gebrauchte Eigentumswohnungen	4204	2006_1	9,0	
gebrauchte Eigentumswohnungen	4204	2006_2	10,0	
gebrauchte Eigentumswohnungen	4204	2006_3	18,0	
gebrauchte Eigentumswohnungen	4204	2006_4	15,5	
gebrauchte Eigentumswohnungen	4204	2007_1	3,0	
gebrauchte Eigentumswohnungen	4204	2007_2	8,0	
gebrauchte Eigentumswohnungen	4204	2007_3	3,0	
gebrauchte Eigentumswohnungen	4204	2007_4	18,0	
gebrauchte Eigentumswohnungen	4204	2008_1	17,0	
gebrauchte Eigentumswohnungen	4204	2008_2	23,0	
gebrauchte Eigentumswohnungen	4204	2008_3	9,0	
gebrauchte Eigentumswohnungen	4204	2008_4	8,0	
gebrauchte Eigentumswohnungen	4204	2009_1	11,0	
gebrauchte Eigentumswohnungen	4204	2009_2	6,0	
gebrauchte Eigentumswohnungen	4204	2009_3	14,0	
gebrauchte Eigentumswohnungen	4204	2009_4	19,0	
gebrauchte Eigentumswohnungen	4204	2010_1	9,0	
gebrauchte Eigentumswohnungen	4204	2010_2	17,0	
gebrauchte Eigentumswohnungen	4204	2010_3	18,5	
gebrauchte Eigentumswohnungen	4204	2010_4	18,0	
gebrauchte Eigentumswohnungen	4204	2011_1	20,0	
gebrauchte Eigentumswohnungen	4204	2011_2	19,0	
gebrauchte Eigentumswohnungen	4204	2011_3	29,0	
gebrauchte Eigentumswohnungen	4204	2011_4	33,0	
gebrauchte Eigentumswohnungen	4204	2012_1	27,0	
gebrauchte Eigentumswohnungen	4204	2012_2	35,0	
gebrauchte Eigentumswohnungen	4204	2012_3	52,0	
gebrauchte Eigentumswohnungen	4204	2012_4	58,0	
gebrauchte Eigentumswohnungen	4204	2013_1	41,0	
gebrauchte Eigentumswohnungen	4204	2013_2	33,0	
gebrauchte Eigentumswohnungen	4204	2013_3	25,0	
gebrauchte Eigentumswohnungen	4204	2013_4	46,0	
gebrauchte Eigentumswohnungen	4204	2014_1	34,0	
gebrauchte Eigentumswohnungen	4204	2014_2	26,0	
gebrauchte Eigentumswohnungen	4204	2014_3	31,0	
gebrauchte Eigentumswohnungen	4204	2014_4	31,0	
gebrauchte Eigentumswohnungen	4204	2015_1	21,0	
gebrauchte Eigentumswohnungen	4204	2015_2	16,0	
gebrauchte Eigentumswohnungen	4204	2015_3	28,0	
gebrauchte Eigentumswohnungen	4204	2015_4	32,0	
gebrauchte Eigentumswohnungen	4204	2016_1	#DIV/0!	
gebrauchte Eigentumswohnungen	4204	2016_2	#DIV/0!	
gebrauchte Eigentumswohnungen	4204	2016_3	#DIV/0!	
gebrauchte Eigentumswohnungen	4204	2016_4	#DIV/0!	
gebrauchte Eigentumswohnungen	4204	2017_1	#DIV/0!	
gebrauchte Eigentumswohnungen	4204	2017_2	#DIV/0!	
gebrauchte Eigentumswohnungen	4204	2017_3	#DIV/0!	
gebrauchte Eigentumswohnungen	4204	2017_4	#DIV/0!	
gebrauchte Eigentumswohnungen	4204	2018_1	#DIV/0!	
gebrauchte Eigentumswohnungen	4204	2018_2	#DIV/0!	
gebrauchte Eigentumswohnungen	4204	2018_3	#DIV/0!	
gebrauchte Eigentumswohnungen	4204	2018_4	#DIV/0!	
gebrauchte Eigentumswohnungen	4204	2019_1	#DIV/0!	
gebrauchte Eigentumswohnungen	4204	2019_2	#DIV/0!	
gebrauchte Eigentumswohnungen	4204	2019_3	#DIV/0!	
gebrauchte Eigentumswohnungen	4204	2019_4	#DIV/0!	
gebrauchte Eigentumswohnungen	4204	2020_1	#DIV/0!	
gebrauchte Eigentumswohnungen	4204	2020_2	#DIV/0!	
gebrauchte Eigentumswohnungen	4204	2020_3	#DIV/0!	
gebrauchte Eigentumswohnungen	4204	2020_4	#DIV/0!	
gebrauchte Eigentumswohnungen	4204	2021_1	#DIV/0!	
gebrauchte Eigentumswohnungen	4204	2021_2	#DIV/0!	
gebrauchte Eigentumswohnungen	4204	2021_3	#DIV/0!	
gebrauchte Eigentumswohnungen	4204	2021_4	#DIV/0!	
gebrauchte Eigentumswohnungen	4205	2000_1	104,0	
gebrauchte Eigentumswohnungen	4205	2000_2	66,0	113,63
gebrauchte Eigentumswohnungen	4205	2000_3	83,0	114,10
gebrauchte Eigentumswohnungen	4205	2000_4	81,0	112,69
gebrauchte Eigentumswohnungen	4205	2001_1	100,0	111,10
gebrauchte Eigentumswohnungen	4205	2001_2	92,0	109,47
gebrauchte Eigentumswohnungen	4205	2001_3	104,0	108,20
gebrauchte Eigentumswohnungen	4205	2001_4	87,0	110,84
gebrauchte Eigentumswohnungen	4205	2002_1	66,0	111,36
gebrauchte Eigentumswohnungen	4205	2002_2	104,0	106,85
gebrauchte Eigentumswohnungen	4205	2002_3	61,0	103,59
gebrauchte Eigentumswohnungen	4205	2002_4	102,0	103,78
gebrauchte Eigentumswohnungen	4205	2003_1	90,0	105,61
gebrauchte Eigentumswohnungen	4205	2003_2	152,0	105,54
gebrauchte Eigentumswohnungen	4205	2003_3	108,0	104,46
gebrauchte Eigentumswohnungen	4205	2003_4	139,0	104,77
gebrauchte Eigentumswohnungen	4205	2004_1	83,0	106,12
gebrauchte Eigentumswohnungen	4205	2004_2	110,0	104,64
gebrauchte Eigentumswohnungen	4205	2004_3	100,0	101,59
gebrauchte Eigentumswohnungen	4205	2004_4	136,0	101,37
gebrauchte Eigentumswohnungen	4205	2005_1	81,0	101,97
gebrauchte Eigentumswohnungen	4205	2005_2	131,0	102,07
gebrauchte Eigentumswohnungen	4205	2005_3	156,5	101,81
gebrauchte Eigentumswohnungen	4205	2005_4	195,0	100,35
gebrauchte Eigentumswohnungen	4205	2006_1	54,0	98,27
gebrauchte Eigentumswohnungen	4205	2006_2	63,5	96,93
gebrauchte Eigentumswohnungen	4205	2006_3	57,0	94,94
gebrauchte Eigentumswohnungen	4205	2006_4	117,0	94,25
gebrauchte Eigentumswohnungen	4205	2007_1	83,5	97,11
gebrauchte Eigentumswohnungen	4205	2007_2	121,0	98,71
gebrauchte Eigentumswohnungen	4205	2007_3	150,0	95,48
gebrauchte Eigentumswohnungen	4205	2007_4	179,0	91,88
gebrauchte Eigentumswohnungen	4205	2008_1	128,5	91,29
gebrauchte Eigentumswohnungen	4205	2008_2	144,0	93,38
gebrauchte Eigentumswohnungen	4205	2008_3	61,0	96,75
gebrauchte Eigentumswohnungen	4205	2008_4	189,0	97,54
gebrauchte Eigentumswohnungen	4205	2009_1	107,0	96,83
gebrauchte Eigentumswohnungen	4205	2009_2	191,0	98,94
gebrauchte Eigentumswohnungen	4205	2009_3	205,0	100,90
gebrauchte Eigentumswohnungen	4205	2009_4	187,0	99,99
gebrauchte Eigentumswohnungen	4205	2010_1	162,7	100,00
gebrauchte Eigentumswohnungen	4205	2010_2	234,3	102,96
gebrauchte Eigentumswohnungen	4205	2010_3	262,0	104,28
gebrauchte Eigentumswohnungen	4205	2010_4	305,7	104,63
gebrauchte Eigentumswohnungen	4205	2011_1	160,0	107,05
gebrauchte Eigentumswohnungen	4205	2011_2	222,0	108,76
gebrauchte Eigentumswohnungen	4205	2011_3	190,5	107,84
gebrauchte Eigentumswohnungen	4205	2011_4	226,5	110,39
gebrauchte Eigentumswohnungen	4205	2012_1	209,0	116,04
gebrauchte Eigentumswohnungen	4205	2012_2	182,5	119,13
gebrauchte Eigentumswohnungen	4205	2012_3	189,0	119,34
gebrauchte Eigentumswohnungen	4205	2012_4	185,0	120,97
gebrauchte Eigentumswohnungen	4205	2013_1	170,0	124,37
gebrauchte Eigentumswohnungen	4205	2013_2	208,0	125,50
gebrauchte Eigentumswohnungen	4205	2013_3	189,0	125,43
gebrauchte Eigentumswohnungen	4205	2013_4	208,5	128,53
gebrauchte Eigentumswohnungen	4205	2014_1	144,0	132,28
gebrauchte Eigentumswohnungen	4205	2014_2	171,5	135,49
gebrauchte Eigentumswohnungen	4205	2014_3	191,0	140,01
gebrauchte Eigentumswohnungen	4205	2014_4	181,5	144,32
gebrauchte Eigentumswohnungen	4205	2015_1	165,5	147,36
gebrauchte Eigentumswohnungen	4205	2015_2	189,5	149,53
gebrauchte Eigentumswohnungen	4205	2015_3	169,5	152,33
gebrauchte Eigentumswohnungen	4205	2015_4	170,0	155,72
gebrauchte Eigentumswohnungen	4205	2016_1	141,0	156,42
gebrauchte Eigentumswohnungen	4205	2016_2	195,0	158,75
gebrauchte Eigentumswohnungen	4205	2016_3	182,0	165,63
gebrauchte Eigentumswohnungen	4205	2016_4	178,0	177,15
gebrauchte Eigentumswohnungen	4205	2017_1	156,0	179,69
gebrauchte Eigentumswohnungen	4205	2017_2	191,0	180,58
gebrauchte Eigentumswohnungen	4205	2017_3	169,0	183,74
gebrauchte Eigentumswohnungen	4205	2017_4	174,0	185,51
gebrauchte Eigentumswohnungen	4205	2018_1	153,0	#WERT!
gebrauchte Eigentumswohnungen	4205	2018_2	140,0	189,52
gebrauchte Eigentumswohnungen	4205	2018_3	93,0	
gebrauchte Eigentumswohnungen	4205	2018_4	#DIV/0!	
gebrauchte Eigentumswohnungen	4205	2019_1	#DIV/0!	
gebrauchte Eigentumswohnungen	4205	2019_2	#DIV/0!	
gebrauchte Eigentumswohnungen	4205	2019_3	#DIV/0!	
gebrauchte Eigentumswohnungen	4205	2019_4	#DIV/0!	
gebrauchte Eigentumswohnungen	4205	2020_1	#DIV/0!	
gebrauchte Eigentumswohnungen	4205	2020_2	#DIV/0!	
gebrauchte Eigentumswohnungen	4205	2020_3	#DIV/0!	
gebrauchte Eigentumswohnungen	4205	2020_4	#DIV/0!	
gebrauchte Eigentumswohnungen	4205	2021_1	#DIV/0!	
gebrauchte Eigentumswohnungen	4205	2021_2	#DIV/0!	
gebrauchte Eigentumswohnungen	4205	2021_3	#DIV/0!	
gebrauchte Eigentumswohnungen	4205	2021_4	#DIV/0!	
gebrauchte Eigentumswohnungen	4206	2000_1	70,0	
gebrauchte Eigentumswohnungen	4206	2000_2	83,0	123,14
gebrauchte Eigentumswohnungen	4206	2000_3	84,0	120,21
gebrauchte Eigentumswohnungen	4206	2000_4	99,0	116,25
gebrauchte Eigentumswohnungen	4206	2001_1	64,0	113,90
gebrauchte Eigentumswohnungen	4206	2001_2	81,0	112,56
gebrauchte Eigentumswohnungen	4206	2001_3	83,0	111,01
gebrauchte Eigentumswohnungen	4206	2001_4	79,0	111,80
gebrauchte Eigentumswohnungen	4206	2002_1	49,0	113,20
gebrauchte Eigentumswohnungen	4206	2002_2	77,0	113,14
gebrauchte Eigentumswohnungen	4206	2002_3	67,0	111,04
gebrauchte Eigentumswohnungen	4206	2002_4	127,0	108,65
gebrauchte Eigentumswohnungen	4206	2003_1	67,0	108,09
gebrauchte Eigentumswohnungen	4206	2003_2	85,0	109,06
gebrauchte Eigentumswohnungen	4206	2003_3	95,0	110,21
gebrauchte Eigentumswohnungen	4206	2003_4	159,0	109,74
gebrauchte Eigentumswohnungen	4206	2004_1	82,0	108,00
gebrauchte Eigentumswohnungen	4206	2004_2	80,0	105,63
gebrauchte Eigentumswohnungen	4206	2004_3	109,0	104,34
gebrauchte Eigentumswohnungen	4206	2004_4	134,0	103,39
gebrauchte Eigentumswohnungen	4206	2005_1	73,5	102,04
gebrauchte Eigentumswohnungen	4206	2005_2	93,0	100,83
gebrauchte Eigentumswohnungen	4206	2005_3	104,0	100,49
gebrauchte Eigentumswohnungen	4206	2005_4	169,5	101,38
gebrauchte Eigentumswohnungen	4206	2006_1	61,5	103,36
gebrauchte Eigentumswohnungen	4206	2006_2	72,5	104,93
gebrauchte Eigentumswohnungen	4206	2006_3	105,5	105,29
gebrauchte Eigentumswohnungen	4206	2006_4	116,0	103,29
gebrauchte Eigentumswohnungen	4206	2007_1	117,0	100,42
gebrauchte Eigentumswohnungen	4206	2007_2	106,5	99,76
gebrauchte Eigentumswohnungen	4206	2007_3	112,0	99,75
gebrauchte Eigentumswohnungen	4206	2007_4	126,0	99,47
gebrauchte Eigentumswohnungen	4206	2008_1	115,5	99,02
gebrauchte Eigentumswohnungen	4206	2008_2	114,0	100,13
gebrauchte Eigentumswohnungen	4206	2008_3	114,0	101,18
gebrauchte Eigentumswohnungen	4206	2008_4	101,5	100,02
gebrauchte Eigentumswohnungen	4206	2009_1	125,5	98,57
gebrauchte Eigentumswohnungen	4206	2009_2	143,0	98,69
gebrauchte Eigentumswohnungen	4206	2009_3	119,5	99,84
gebrauchte Eigentumswohnungen	4206	2009_4	105,5	99,97
gebrauchte Eigentumswohnungen	4206	2010_1	83,3	100,00
gebrauchte Eigentumswohnungen	4206	2010_2	114,7	100,82
gebrauchte Eigentumswohnungen	4206	2010_3	99,0	101,60
gebrauchte Eigentumswohnungen	4206	2010_4	126,7	101,45
gebrauchte Eigentumswohnungen	4206	2011_1	102,0	101,22
gebrauchte Eigentumswohnungen	4206	2011_2	114,0	102,78
gebrauchte Eigentumswohnungen	4206	2011_3	135,0	105,73
gebrauchte Eigentumswohnungen	4206	2011_4	159,0	107,09
gebrauchte Eigentumswohnungen	4206	2012_1	139,0	108,11
gebrauchte Eigentumswohnungen	4206	2012_2	158,5	113,00
gebrauchte Eigentumswohnungen	4206	2012_3	146,0	119,09
gebrauchte Eigentumswohnungen	4206	2012_4	150,5	122,23
gebrauchte Eigentumswohnungen	4206	2013_1	116,0	123,04
gebrauchte Eigentumswohnungen	4206	2013_2	129,0	125,60
gebrauchte Eigentumswohnungen	4206	2013_3	133,0	128,58
gebrauchte Eigentumswohnungen	4206	2013_4	199,0	130,25
gebrauchte Eigentumswohnungen	4206	2014_1	117,0	133,42
gebrauchte Eigentumswohnungen	4206	2014_2	120,0	138,20
gebrauchte Eigentumswohnungen	4206	2014_3	133,5	141,82
gebrauchte Eigentumswohnungen	4206	2014_4	142,5	143,66
gebrauchte Eigentumswohnungen	4206	2015_1	166,0	145,60
gebrauchte Eigentumswohnungen	4206	2015_2	154,0	149,59
gebrauchte Eigentumswohnungen	4206	2015_3	135,5	151,91
gebrauchte Eigentumswohnungen	4206	2015_4	130,0	152,50
gebrauchte Eigentumswohnungen	4206	2016_1	141,0	155,39
gebrauchte Eigentumswohnungen	4206	2016_2	152,0	159,26
gebrauchte Eigentumswohnungen	4206	2016_3	157,0	163,36
gebrauchte Eigentumswohnungen	4206	2016_4	127,0	167,80
gebrauchte Eigentumswohnungen	4206	2017_1	130,0	168,80
gebrauchte Eigentumswohnungen	4206	2017_2	117,0	172,08
gebrauchte Eigentumswohnungen	4206	2017_3	125,0	174,66
gebrauchte Eigentumswohnungen	4206	2017_4	147,0	178,05
gebrauchte Eigentumswohnungen	4206	2018_1	136,0	176,14
gebrauchte Eigentumswohnungen	4206	2018_2	131,0	176,11
gebrauchte Eigentumswohnungen	4206	2018_3	160,0	
gebrauchte Eigentumswohnungen	4206	2018_4	#DIV/0!	
gebrauchte Eigentumswohnungen	4206	2019_1	#DIV/0!	
gebrauchte Eigentumswohnungen	4206	2019_2	#DIV/0!	
gebrauchte Eigentumswohnungen	4206	2019_3	#DIV/0!	
gebrauchte Eigentumswohnungen	4206	2019_4	#DIV/0!	
gebrauchte Eigentumswohnungen	4206	2020_1	#DIV/0!	
gebrauchte Eigentumswohnungen	4206	2020_2	#DIV/0!	
gebrauchte Eigentumswohnungen	4206	2020_3	#DIV/0!	
gebrauchte Eigentumswohnungen	4206	2020_4	#DIV/0!	
gebrauchte Eigentumswohnungen	4206	2021_1	#DIV/0!	
gebrauchte Eigentumswohnungen	4206	2021_2	#DIV/0!	
gebrauchte Eigentumswohnungen	4206	2021_3	#DIV/0!	
gebrauchte Eigentumswohnungen	4206	2021_4	#DIV/0!	
gebrauchte Eigentumswohnungen	4208	2000_1	43,0	
gebrauchte Eigentumswohnungen	4208	2000_2	68,0	100,97
gebrauchte Eigentumswohnungen	4208	2000_3	53,0	100,50
gebrauchte Eigentumswohnungen	4208	2000_4	54,0	101,38
gebrauchte Eigentumswohnungen	4208	2001_1	49,0	101,69
gebrauchte Eigentumswohnungen	4208	2001_2	63,0	99,23
gebrauchte Eigentumswohnungen	4208	2001_3	66,0	94,61
gebrauchte Eigentumswohnungen	4208	2001_4	79,0	93,49
gebrauchte Eigentumswohnungen	4208	2002_1	46,0	95,82
gebrauchte Eigentumswohnungen	4208	2002_2	65,0	99,46
gebrauchte Eigentumswohnungen	4208	2002_3	98,0	100,05
gebrauchte Eigentumswohnungen	4208	2002_4	97,0	98,60
gebrauchte Eigentumswohnungen	4208	2003_1	28,0	97,66
gebrauchte Eigentumswohnungen	4208	2003_2	52,0	99,48
gebrauchte Eigentumswohnungen	4208	2003_3	103,0	105,23
gebrauchte Eigentumswohnungen	4208	2003_4	170,0	110,28
gebrauchte Eigentumswohnungen	4208	2004_1	82,0	110,86
gebrauchte Eigentumswohnungen	4208	2004_2	90,0	105,03
gebrauchte Eigentumswohnungen	4208	2004_3	92,0	103,81
gebrauchte Eigentumswohnungen	4208	2004_4	127,0	105,72
gebrauchte Eigentumswohnungen	4208	2005_1	62,0	103,54
gebrauchte Eigentumswohnungen	4208	2005_2	66,0	97,70
gebrauchte Eigentumswohnungen	4208	2005_3	70,0	95,75
gebrauchte Eigentumswohnungen	4208	2005_4	97,0	96,13
gebrauchte Eigentumswohnungen	4208	2006_1	39,0	95,38
gebrauchte Eigentumswohnungen	4208	2006_2	59,0	95,66
gebrauchte Eigentumswohnungen	4208	2006_3	71,0	100,86
gebrauchte Eigentumswohnungen	4208	2006_4	62,0	106,23
gebrauchte Eigentumswohnungen	4208	2007_1	63,5	102,60
gebrauchte Eigentumswohnungen	4208	2007_2	79,0	95,66
gebrauchte Eigentumswohnungen	4208	2007_3	65,0	94,65
gebrauchte Eigentumswohnungen	4208	2007_4	74,5	96,65
gebrauchte Eigentumswohnungen	4208	2008_1	65,5	98,07
gebrauchte Eigentumswohnungen	4208	2008_2	81,0	97,42
gebrauchte Eigentumswohnungen	4208	2008_3	113,5	94,91
gebrauchte Eigentumswohnungen	4208	2008_4	85,5	92,96
gebrauchte Eigentumswohnungen	4208	2009_1	72,0	93,35
gebrauchte Eigentumswohnungen	4208	2009_2	78,0	95,98
gebrauchte Eigentumswohnungen	4208	2009_3	70,0	98,51
gebrauchte Eigentumswohnungen	4208	2009_4	76,0	98,30
gebrauchte Eigentumswohnungen	4208	2010_1	64,3	100,00
gebrauchte Eigentumswohnungen	4208	2010_2	104,3	102,72
gebrauchte Eigentumswohnungen	4208	2010_3	79,7	103,90
gebrauchte Eigentumswohnungen	4208	2010_4	100,7	105,31
gebrauchte Eigentumswohnungen	4208	2011_1	58,5	104,80
gebrauchte Eigentumswohnungen	4208	2011_2	88,0	103,88
gebrauchte Eigentumswohnungen	4208	2011_3	106,5	105,26
gebrauchte Eigentumswohnungen	4208	2011_4	106,0	106,90
gebrauchte Eigentumswohnungen	4208	2012_1	80,0	109,23
gebrauchte Eigentumswohnungen	4208	2012_2	64,5	112,96
gebrauchte Eigentumswohnungen	4208	2012_3	102,5	114,42
gebrauchte Eigentumswohnungen	4208	2012_4	74,0	113,92
gebrauchte Eigentumswohnungen	4208	2013_1	76,0	111,18
gebrauchte Eigentumswohnungen	4208	2013_2	70,5	112,43
gebrauchte Eigentumswohnungen	4208	2013_3	50,0	115,84
gebrauchte Eigentumswohnungen	4208	2013_4	69,5	110,51
gebrauchte Eigentumswohnungen	4208	2014_1	48,0	110,00
gebrauchte Eigentumswohnungen	4208	2014_2	50,0	121,81
gebrauchte Eigentumswohnungen	4208	2014_3	62,0	123,88
gebrauchte Eigentumswohnungen	4208	2014_4	70,0	121,23
gebrauchte Eigentumswohnungen	4208	2015_1	34,0	133,39
gebrauchte Eigentumswohnungen	4208	2015_2	46,5	150,74
gebrauchte Eigentumswohnungen	4208	2015_3	35,0	151,18
gebrauchte Eigentumswohnungen	4208	2015_4	46,0	145,59
gebrauchte Eigentumswohnungen	4208	2016_1	36,0	147,31
gebrauchte Eigentumswohnungen	4208	2016_2	40,0	150,48
gebrauchte Eigentumswohnungen	4208	2016_3	56,0	138,48
gebrauchte Eigentumswohnungen	4208	2016_4	56,0	135,15
gebrauchte Eigentumswohnungen	4208	2017_1	31,0	132,41
gebrauchte Eigentumswohnungen	4208	2017_2	33,0	144,01
gebrauchte Eigentumswohnungen	4208	2017_3	37,0	169,42
gebrauchte Eigentumswohnungen	4208	2017_4	38,0	175,90
gebrauchte Eigentumswohnungen	4208	2018_1	43,0	171,40
gebrauchte Eigentumswohnungen	4208	2018_2	52,0	179,47
gebrauchte Eigentumswohnungen	4208	2018_3	28,0	
gebrauchte Eigentumswohnungen	4208	2018_4	#DIV/0!	
gebrauchte Eigentumswohnungen	4208	2019_1	#DIV/0!	
gebrauchte Eigentumswohnungen	4208	2019_2	#DIV/0!	
gebrauchte Eigentumswohnungen	4208	2019_3	#DIV/0!	
gebrauchte Eigentumswohnungen	4208	2019_4	#DIV/0!	
gebrauchte Eigentumswohnungen	4208	2020_1	#DIV/0!	
gebrauchte Eigentumswohnungen	4208	2020_2	#DIV/0!	
gebrauchte Eigentumswohnungen	4208	2020_3	#DIV/0!	
gebrauchte Eigentumswohnungen	4208	2020_4	#DIV/0!	
gebrauchte Eigentumswohnungen	4208	2021_1	#DIV/0!	
gebrauchte Eigentumswohnungen	4208	2021_2	#DIV/0!	
gebrauchte Eigentumswohnungen	4208	2021_3	#DIV/0!	
gebrauchte Eigentumswohnungen	4208	2021_4	#DIV/0!	
gebrauchte Eigentumswohnungen	4110	2000_1	8,0	
gebrauchte Eigentumswohnungen	4110	2000_2	14,0	81,70
gebrauchte Eigentumswohnungen	4110	2000_3	15,0	81,50
gebrauchte Eigentumswohnungen	4110	2000_4	20,0	77,85
gebrauchte Eigentumswohnungen	4110	2001_1	10,0	75,38
gebrauchte Eigentumswohnungen	4110	2001_2	12,0	74,58
gebrauchte Eigentumswohnungen	4110	2001_3	13,0	72,72
gebrauchte Eigentumswohnungen	4110	2001_4	18,0	71,15
gebrauchte Eigentumswohnungen	4110	2002_1	10,0	73,78
gebrauchte Eigentumswohnungen	4110	2002_2	14,0	79,07
gebrauchte Eigentumswohnungen	4110	2002_3	10,0	83,27
gebrauchte Eigentumswohnungen	4110	2002_4	16,0	83,44
gebrauchte Eigentumswohnungen	4110	2003_1	9,0	78,80
gebrauchte Eigentumswohnungen	4110	2003_2	12,0	80,74
gebrauchte Eigentumswohnungen	4110	2003_3	24,0	85,00
gebrauchte Eigentumswohnungen	4110	2003_4	17,0	83,86
gebrauchte Eigentumswohnungen	4110	2004_1	13,5	81,41
gebrauchte Eigentumswohnungen	4110	2004_2	10,0	82,85
gebrauchte Eigentumswohnungen	4110	2004_3	22,0	85,07
gebrauchte Eigentumswohnungen	4110	2004_4	18,0	88,54
gebrauchte Eigentumswohnungen	4110	2005_1	17,0	90,98
gebrauchte Eigentumswohnungen	4110	2005_2	21,5	90,55
gebrauchte Eigentumswohnungen	4110	2005_3	15,0	91,56
gebrauchte Eigentumswohnungen	4110	2005_4	12,0	90,28
gebrauchte Eigentumswohnungen	4110	2006_1	8,0	83,95
gebrauchte Eigentumswohnungen	4110	2006_2	25,0	88,09
gebrauchte Eigentumswohnungen	4110	2006_3	17,0	97,39
gebrauchte Eigentumswohnungen	4110	2006_4	21,0	104,22
gebrauchte Eigentumswohnungen	4110	2007_1	21,0	104,69
gebrauchte Eigentumswohnungen	4110	2007_2	22,0	102,89
gebrauchte Eigentumswohnungen	4110	2007_3	15,0	99,97
gebrauchte Eigentumswohnungen	4110	2007_4	28,0	99,42
gebrauchte Eigentumswohnungen	4110	2008_1	20,0	103,75
gebrauchte Eigentumswohnungen	4110	2008_2	19,0	106,58
gebrauchte Eigentumswohnungen	4110	2008_3	26,0	104,55
gebrauchte Eigentumswohnungen	4110	2008_4	29,0	104,13
gebrauchte Eigentumswohnungen	4110	2009_1	11,0	108,01
gebrauchte Eigentumswohnungen	4110	2009_2	30,0	110,91
gebrauchte Eigentumswohnungen	4110	2009_3	31,0	104,79
gebrauchte Eigentumswohnungen	4110	2009_4	34,5	98,75
gebrauchte Eigentumswohnungen	4110	2010_1	15,0	100,00
gebrauchte Eigentumswohnungen	4110	2010_2	32,0	104,63
gebrauchte Eigentumswohnungen	4110	2010_3	44,0	105,87
gebrauchte Eigentumswohnungen	4110	2010_4	24,3	105,63
gebrauchte Eigentumswohnungen	4110	2011_1	8,0	110,01
gebrauchte Eigentumswohnungen	4110	2011_2	18,0	114,58
gebrauchte Eigentumswohnungen	4110	2011_3	31,0	112,84
gebrauchte Eigentumswohnungen	4110	2011_4	21,0	109,75
gebrauchte Eigentumswohnungen	4110	2012_1	8,0	108,22
gebrauchte Eigentumswohnungen	4110	2012_2	17,5	116,06
gebrauchte Eigentumswohnungen	4110	2012_3	19,0	119,52
gebrauchte Eigentumswohnungen	4110	2012_4	21,0	121,65
gebrauchte Eigentumswohnungen	4110	2013_1	15,0	128,58
gebrauchte Eigentumswohnungen	4110	2013_2	19,0	130,03
gebrauchte Eigentumswohnungen	4110	2013_3	3,0	119,86
gebrauchte Eigentumswohnungen	4110	2013_4	22,5	113,15
gebrauchte Eigentumswohnungen	4110	2014_1	20,0	115,76
gebrauchte Eigentumswohnungen	4110	2014_2	13,0	120,42
gebrauchte Eigentumswohnungen	4110	2014_3	20,0	114,03
gebrauchte Eigentumswohnungen	4110	2014_4	13,5	107,24
gebrauchte Eigentumswohnungen	4110	2015_1	9,0	112,34
