Immobilienart;Region;Zeitabschnitt;Anzahl_Gewichtung;Index_final
gebrauchte Eigentumswohnungen;4204;2001_4;;
gebrauchte Eigentumswohnungen;4204;2002_1;;
gebrauchte Eigentumswohnungen;4204;2002_2;;
gebrauchte Eigentumswohnungen;4204;2002_3;;
gebrauchte Eigentumswohnungen;4204;2002_4;;
gebrauchte Eigentumswohnungen;4204;2003_1;;
gebrauchte Eigentumswohnungen;4204;2003_2;;
gebrauchte Eigentumswohnungen;4204;2003_3;;
gebrauchte Eigentumswohnungen;4204;2003_4;;
gebrauchte Eigentumswohnungen;4204;2004_1;;
gebrauchte Eigentumswohnungen;4204;2004_2;;
gebrauchte Eigentumswohnungen;4204;2004_3;;
gebrauchte Eigentumswohnungen;4204;2004_4;;
gebrauchte Eigentumswohnungen;4204;2005_1;;
gebrauchte Eigentumswohnungen;4204;2005_2;;
gebrauchte Eigentumswohnungen;4204;2005_3;;
gebrauchte Eigentumswohnungen;4204;2005_4;;
gebrauchte Eigentumswohnungen;4204;2006_1;;
gebrauchte Eigentumswohnungen;4204;2006_2;;
gebrauchte Eigentumswohnungen;4204;2006_3;;
gebrauchte Eigentumswohnungen;4204;2006_4;;
gebrauchte Eigentumswohnungen;4204;2007_1;;
gebrauchte Eigentumswohnungen;4204;2007_2;;
gebrauchte Eigentumswohnungen;4204;2007_3;;
gebrauchte Eigentumswohnungen;4204;2007_4;;
gebrauchte Eigentumswohnungen;4204;2008_1;;
gebrauchte Eigentumswohnungen;4204;2008_2;;
gebrauchte Eigentumswohnungen;4204;2008_3;;
gebrauchte Eigentumswohnungen;4204;2008_4;;
gebrauchte Eigentumswohnungen;4204;2009_1;;
gebrauchte Eigentumswohnungen;4204;2009_2;;
gebrauchte Eigentumswohnungen;4204;2009_3;;
gebrauchte Eigentumswohnungen;4204;2009_4;;
gebrauchte Eigentumswohnungen;4204;2010_1;;
gebrauchte Eigentumswohnungen;4204;2010_2;;
gebrauchte Eigentumswohnungen;4204;2010_3;;
gebrauchte Eigentumswohnungen;4204;2010_4;;
gebrauchte Eigentumswohnungen;4204;2011_1;;
gebrauchte Eigentumswohnungen;4204;2011_2;;
gebrauchte Eigentumswohnungen;4204;2011_3;;
gebrauchte Eigentumswohnungen;4204;2011_4;;
gebrauchte Eigentumswohnungen;4204;2012_1;;
gebrauchte Eigentumswohnungen;4204;2012_2;;
gebrauchte Eigentumswohnungen;4204;2012_3;;
gebrauchte Eigentumswohnungen;4204;2012_4;;
gebrauchte Eigentumswohnungen;4204;2013_1;;
gebrauchte Eigentumswohnungen;4204;2013_2;;
gebrauchte Eigentumswohnungen;4204;2013_3;;
gebrauchte Eigentumswohnungen;4204;2013_4;;
gebrauchte Eigentumswohnungen;4204;2014_1;;
gebrauchte Eigentumswohnungen;4204;2014_2;;
gebrauchte Eigentumswohnungen;4204;2014_3;;
gebrauchte Eigentumswohnungen;4204;2014_4;;
gebrauchte Eigentumswohnungen;4204;2015_1;;
gebrauchte Eigentumswohnungen;4204;2015_2;;
gebrauchte Eigentumswohnungen;4204;2015_3;;
gebrauchte Eigentumswohnungen;4204;2015_4;;
gebrauchte Eigentumswohnungen;4204;2016_1;;
gebrauchte Eigentumswohnungen;4204;2016_2;;
gebrauchte Eigentumswohnungen;4204;2016_3;;
gebrauchte Eigentumswohnungen;4204;2016_4;;
gebrauchte Eigentumswohnungen;4204;2017_1;;
gebrauchte Eigentumswohnungen;4204;2017_2;;
gebrauchte Eigentumswohnungen;4204;2017_3;;
gebrauchte Eigentumswohnungen;4204;2017_4;;
gebrauchte Eigentumswohnungen;4204;2018_1;;
gebrauchte Eigentumswohnungen;4204;2018_2;;
gebrauchte Eigentumswohnungen;4204;2018_3;;
gebrauchte Eigentumswohnungen;4204;2018_4;;
gebrauchte Eigentumswohnungen;4204;2019_1;;
gebrauchte Eigentumswohnungen;4204;2019_2;;
gebrauchte Eigentumswohnungen;4204;2019_3;;
gebrauchte Eigentumswohnungen;4204;2019_4;;
gebrauchte Eigentumswohnungen;4204;2020_1;;
gebrauchte Eigentumswohnungen;4204;2020_2;;
gebrauchte Eigentumswohnungen;4204;2020_3;;
gebrauchte Eigentumswohnungen;4204;2020_4;;
gebrauchte Eigentumswohnungen;4204;2021_1;;
gebrauchte Eigentumswohnungen;4204;2021_2;;
gebrauchte Eigentumswohnungen;4204;2021_3;;
gebrauchte Eigentumswohnungen;4204;2021_4;;
gebrauchte Eigentumswohnungen;4205;2000_1;512;
gebrauchte Eigentumswohnungen;4205;2000_2;472;113,632
gebrauchte Eigentumswohnungen;4205;2000_3;498;114,099
gebrauchte Eigentumswohnungen;4205;2000_4;551;112,690
gebrauchte Eigentumswohnungen;4205;2001_1;515;111,102
gebrauchte Eigentumswohnungen;4205;2001_2;545;109,474
gebrauchte Eigentumswohnungen;4205;2001_3;587;108,202
gebrauchte Eigentumswohnungen;4205;2001_4;764;110,837
gebrauchte Eigentumswohnungen;4205;2002_1;515;111,360
gebrauchte Eigentumswohnungen;4205;2002_2;547;106,850
gebrauchte Eigentumswohnungen;4205;2002_3;543;103,591
gebrauchte Eigentumswohnungen;4205;2002_4;1113;103,785
gebrauchte Eigentumswohnungen;4205;2003_1;442;105,606
gebrauchte Eigentumswohnungen;4205;2003_2;565;105,537
gebrauchte Eigentumswohnungen;4205;2003_3;683;104,460
gebrauchte Eigentumswohnungen;4205;2003_4;1025;104,772
gebrauchte Eigentumswohnungen;4205;2004_1;417;106,125
gebrauchte Eigentumswohnungen;4205;2004_2;468;104,643
gebrauchte Eigentumswohnungen;4205;2004_3;540;101,589
gebrauchte Eigentumswohnungen;4205;2004_4;770;101,373
gebrauchte Eigentumswohnungen;4205;2005_1;441;101,968
gebrauchte Eigentumswohnungen;4205;2005_2;604;102,068
gebrauchte Eigentumswohnungen;4205;2005_3;699;101,810
gebrauchte Eigentumswohnungen;4205;2005_4;1136;100,350
gebrauchte Eigentumswohnungen;4205;2006_1;409;98,273
gebrauchte Eigentumswohnungen;4205;2006_2;533;96,931
gebrauchte Eigentumswohnungen;4205;2006_3;636;94,939
gebrauchte Eigentumswohnungen;4205;2006_4;695;94,249
gebrauchte Eigentumswohnungen;4205;2007_1;596;97,110
gebrauchte Eigentumswohnungen;4205;2007_2;560;98,706
gebrauchte Eigentumswohnungen;4205;2007_3;592;95,480
gebrauchte Eigentumswohnungen;4205;2007_4;574;91,875
gebrauchte Eigentumswohnungen;4205;2008_1;478;91,288
gebrauchte Eigentumswohnungen;4205;2008_2;540;93,380
gebrauchte Eigentumswohnungen;4205;2008_3;509;96,752
gebrauchte Eigentumswohnungen;4205;2008_4;553;97,539
gebrauchte Eigentumswohnungen;4205;2009_1;488;96,825
gebrauchte Eigentumswohnungen;4205;2009_2;609;98,938
gebrauchte Eigentumswohnungen;4205;2009_3;656;100,896
gebrauchte Eigentumswohnungen;4205;2009_4;583;99,989
gebrauchte Eigentumswohnungen;4205;2010_1;593;100,000
gebrauchte Eigentumswohnungen;4205;2010_2;653;102,962
gebrauchte Eigentumswohnungen;4205;2010_3;663;104,277
gebrauchte Eigentumswohnungen;4205;2010_4;876;104,634
gebrauchte Eigentumswohnungen;4205;2011_1;514;107,048
gebrauchte Eigentumswohnungen;4205;2011_2;644;108,762
gebrauchte Eigentumswohnungen;4205;2011_3;635;107,835
gebrauchte Eigentumswohnungen;4205;2011_4;688;110,393
gebrauchte Eigentumswohnungen;4205;2012_1;670;116,042
gebrauchte Eigentumswohnungen;4205;2012_2;653;119,128
gebrauchte Eigentumswohnungen;4205;2012_3;741;119,338
gebrauchte Eigentumswohnungen;4205;2012_4;724;120,974
gebrauchte Eigentumswohnungen;4205;2013_1;551;124,368
gebrauchte Eigentumswohnungen;4205;2013_2;762;125,503
gebrauchte Eigentumswohnungen;4205;2013_3;772;125,426
gebrauchte Eigentumswohnungen;4205;2013_4;798;128,530
gebrauchte Eigentumswohnungen;4205;2014_1;564;132,284
gebrauchte Eigentumswohnungen;4205;2014_2;627;135,489
gebrauchte Eigentumswohnungen;4205;2014_3;619;140,012
gebrauchte Eigentumswohnungen;4205;2014_4;687;144,321
gebrauchte Eigentumswohnungen;4205;2015_1;637;147,364
gebrauchte Eigentumswohnungen;4205;2015_2;786;149,526
gebrauchte Eigentumswohnungen;4205;2015_3;670;152,335
gebrauchte Eigentumswohnungen;4205;2015_4;748;155,719
gebrauchte Eigentumswohnungen;4205;2016_1;698;156,415
gebrauchte Eigentumswohnungen;4205;2016_2;785;158,754
gebrauchte Eigentumswohnungen;4205;2016_3;635;165,629
gebrauchte Eigentumswohnungen;4205;2016_4;688;177,148
gebrauchte Eigentumswohnungen;4205;2017_1;592;179,687
gebrauchte Eigentumswohnungen;4205;2017_2;673;180,585
gebrauchte Eigentumswohnungen;4205;2017_3;566;183,744
gebrauchte Eigentumswohnungen;4205;2017_4;707;185,506
gebrauchte Eigentumswohnungen;4205;2018_1;624;184,370
gebrauchte Eigentumswohnungen;4205;2018_2;587;189,524
gebrauchte Eigentumswohnungen;4205;2018_3;591;192,523
gebrauchte Eigentumswohnungen;4205;2018_4;667;194,699
gebrauchte Eigentumswohnungen;4205;2019_1;564;
gebrauchte Eigentumswohnungen;4205;2019_2;;
gebrauchte Eigentumswohnungen;4205;2019_3;;
gebrauchte Eigentumswohnungen;4205;2019_4;;
gebrauchte Eigentumswohnungen;4205;2020_1;;
gebrauchte Eigentumswohnungen;4205;2020_2;;
gebrauchte Eigentumswohnungen;4205;2020_3;;
gebrauchte Eigentumswohnungen;4205;2020_4;;
gebrauchte Eigentumswohnungen;4205;2021_1;;
gebrauchte Eigentumswohnungen;4205;2021_2;;
gebrauchte Eigentumswohnungen;4205;2021_3;;
gebrauchte Eigentumswohnungen;4205;2021_4;;
gebrauchte Eigentumswohnungen;4206;2000_1;205;
gebrauchte Eigentumswohnungen;4206;2000_2;240;123,144
gebrauchte Eigentumswohnungen;4206;2000_3;229;120,214
gebrauchte Eigentumswohnungen;4206;2000_4;308;116,252
gebrauchte Eigentumswohnungen;4206;2001_1;216;113,902
gebrauchte Eigentumswohnungen;4206;2001_2;247;112,563
gebrauchte Eigentumswohnungen;4206;2001_3;239;111,007
gebrauchte Eigentumswohnungen;4206;2001_4;249;111,803
gebrauchte Eigentumswohnungen;4206;2002_1;190;113,199
gebrauchte Eigentumswohnungen;4206;2002_2;227;113,136
gebrauchte Eigentumswohnungen;4206;2002_3;233;111,044
gebrauchte Eigentumswohnungen;4206;2002_4;433;108,647
gebrauchte Eigentumswohnungen;4206;2003_1;193;108,086
gebrauchte Eigentumswohnungen;4206;2003_2;218;109,055
gebrauchte Eigentumswohnungen;4206;2003_3;241;110,211
gebrauchte Eigentumswohnungen;4206;2003_4;429;109,738
gebrauchte Eigentumswohnungen;4206;2004_1;204;107,999
gebrauchte Eigentumswohnungen;4206;2004_2;227;105,631
gebrauchte Eigentumswohnungen;4206;2004_3;261;104,344
gebrauchte Eigentumswohnungen;4206;2004_4;367;103,389
gebrauchte Eigentumswohnungen;4206;2005_1;213;102,042
gebrauchte Eigentumswohnungen;4206;2005_2;238;100,832
gebrauchte Eigentumswohnungen;4206;2005_3;280;100,486
gebrauchte Eigentumswohnungen;4206;2005_4;489;101,382
gebrauchte Eigentumswohnungen;4206;2006_1;208;103,360
gebrauchte Eigentumswohnungen;4206;2006_2;194;104,931
gebrauchte Eigentumswohnungen;4206;2006_3;241;105,293
gebrauchte Eigentumswohnungen;4206;2006_4;314;103,290
gebrauchte Eigentumswohnungen;4206;2007_1;276;100,416
gebrauchte Eigentumswohnungen;4206;2007_2;257;99,759
gebrauchte Eigentumswohnungen;4206;2007_3;277;99,748
gebrauchte Eigentumswohnungen;4206;2007_4;292;99,475
gebrauchte Eigentumswohnungen;4206;2008_1;250;99,017
gebrauchte Eigentumswohnungen;4206;2008_2;255;100,132
gebrauchte Eigentumswohnungen;4206;2008_3;257;101,181
gebrauchte Eigentumswohnungen;4206;2008_4;270;100,020
gebrauchte Eigentumswohnungen;4206;2009_1;226;98,569
gebrauchte Eigentumswohnungen;4206;2009_2;289;98,691
gebrauchte Eigentumswohnungen;4206;2009_3;261;99,841
gebrauchte Eigentumswohnungen;4206;2009_4;286;99,974
gebrauchte Eigentumswohnungen;4206;2010_1;215;100,000
gebrauchte Eigentumswohnungen;4206;2010_2;302;100,823
gebrauchte Eigentumswohnungen;4206;2010_3;292;101,597
gebrauchte Eigentumswohnungen;4206;2010_4;353;101,453
gebrauchte Eigentumswohnungen;4206;2011_1;250;101,223
gebrauchte Eigentumswohnungen;4206;2011_2;308;102,775
gebrauchte Eigentumswohnungen;4206;2011_3;347;105,734
gebrauchte Eigentumswohnungen;4206;2011_4;336;107,088
gebrauchte Eigentumswohnungen;4206;2012_1;323;108,109
gebrauchte Eigentumswohnungen;4206;2012_2;323;112,999
gebrauchte Eigentumswohnungen;4206;2012_3;346;119,093
gebrauchte Eigentumswohnungen;4206;2012_4;335;122,227
gebrauchte Eigentumswohnungen;4206;2013_1;283;123,038
gebrauchte Eigentumswohnungen;4206;2013_2;329;125,600
gebrauchte Eigentumswohnungen;4206;2013_3;395;128,577
gebrauchte Eigentumswohnungen;4206;2013_4;438;130,248
gebrauchte Eigentumswohnungen;4206;2014_1;254;133,416
gebrauchte Eigentumswohnungen;4206;2014_2;267;138,200
gebrauchte Eigentumswohnungen;4206;2014_3;311;141,816
gebrauchte Eigentumswohnungen;4206;2014_4;303;143,663
gebrauchte Eigentumswohnungen;4206;2015_1;321;145,597
gebrauchte Eigentumswohnungen;4206;2015_2;394;149,594
gebrauchte Eigentumswohnungen;4206;2015_3;296;151,909
gebrauchte Eigentumswohnungen;4206;2015_4;324;152,499
gebrauchte Eigentumswohnungen;4206;2016_1;291;155,392
gebrauchte Eigentumswohnungen;4206;2016_2;365;159,260
gebrauchte Eigentumswohnungen;4206;2016_3;318;163,358
gebrauchte Eigentumswohnungen;4206;2016_4;297;167,796
gebrauchte Eigentumswohnungen;4206;2017_1;266;168,795
gebrauchte Eigentumswohnungen;4206;2017_2;292;172,078
gebrauchte Eigentumswohnungen;4206;2017_3;278;174,661
gebrauchte Eigentumswohnungen;4206;2017_4;313;178,048
gebrauchte Eigentumswohnungen;4206;2018_1;272;176,135
gebrauchte Eigentumswohnungen;4206;2018_2;283;176,107
gebrauchte Eigentumswohnungen;4206;2018_3;323;177,545
gebrauchte Eigentumswohnungen;4206;2018_4;306;177,816
gebrauchte Eigentumswohnungen;4206;2019_1;282;
gebrauchte Eigentumswohnungen;4206;2019_2;;
gebrauchte Eigentumswohnungen;4206;2019_3;;
gebrauchte Eigentumswohnungen;4206;2019_4;;
gebrauchte Eigentumswohnungen;4206;2020_1;;
gebrauchte Eigentumswohnungen;4206;2020_2;;
gebrauchte Eigentumswohnungen;4206;2020_3;;
gebrauchte Eigentumswohnungen;4206;2020_4;;
gebrauchte Eigentumswohnungen;4206;2021_1;;
gebrauchte Eigentumswohnungen;4206;2021_2;;
gebrauchte Eigentumswohnungen;4206;2021_3;;
gebrauchte Eigentumswohnungen;4206;2021_4;;
gebrauchte Eigentumswohnungen;4208;2000_1;139;
gebrauchte Eigentumswohnungen;4208;2000_2;138;100,966
gebrauchte Eigentumswohnungen;4208;2000_3;113;100,502
gebrauchte Eigentumswohnungen;4208;2000_4;130;101,383
gebrauchte Eigentumswohnungen;4208;2001_1;118;101,691
gebrauchte Eigentumswohnungen;4208;2001_2;148;99,227
gebrauchte Eigentumswohnungen;4208;2001_3;130;94,608
gebrauchte Eigentumswohnungen;4208;2001_4;177;93,488
gebrauchte Eigentumswohnungen;4208;2002_1;121;95,822
gebrauchte Eigentumswohnungen;4208;2002_2;121;99,458
gebrauchte Eigentumswohnungen;4208;2002_3;181;100,047
gebrauchte Eigentumswohnungen;4208;2002_4;229;98,599
gebrauchte Eigentumswohnungen;4208;2003_1;92;97,657
gebrauchte Eigentumswohnungen;4208;2003_2;138;99,483
gebrauchte Eigentumswohnungen;4208;2003_3;171;105,234
gebrauchte Eigentumswohnungen;4208;2003_4;279;110,283
gebrauchte Eigentumswohnungen;4208;2004_1;145;110,860
gebrauchte Eigentumswohnungen;4208;2004_2;187;105,029
gebrauchte Eigentumswohnungen;4208;2004_3;163;103,813
gebrauchte Eigentumswohnungen;4208;2004_4;258;105,721
gebrauchte Eigentumswohnungen;4208;2005_1;145;103,537
gebrauchte Eigentumswohnungen;4208;2005_2;153;97,700
gebrauchte Eigentumswohnungen;4208;2005_3;168;95,745
gebrauchte Eigentumswohnungen;4208;2005_4;275;96,135
gebrauchte Eigentumswohnungen;4208;2006_1;115;95,380
gebrauchte Eigentumswohnungen;4208;2006_2;171;95,663
gebrauchte Eigentumswohnungen;4208;2006_3;168;100,864
gebrauchte Eigentumswohnungen;4208;2006_4;182;106,229
gebrauchte Eigentumswohnungen;4208;2007_1;153;102,597
gebrauchte Eigentumswohnungen;4208;2007_2;178;95,660
gebrauchte Eigentumswohnungen;4208;2007_3;153;94,653
gebrauchte Eigentumswohnungen;4208;2007_4;186;96,651
gebrauchte Eigentumswohnungen;4208;2008_1;153;98,071
gebrauchte Eigentumswohnungen;4208;2008_2;163;97,415
gebrauchte Eigentumswohnungen;4208;2008_3;195;94,907
gebrauchte Eigentumswohnungen;4208;2008_4;166;92,958
gebrauchte Eigentumswohnungen;4208;2009_1;168;93,353
gebrauchte Eigentumswohnungen;4208;2009_2;198;95,979
gebrauchte Eigentumswohnungen;4208;2009_3;173;98,505
gebrauchte Eigentumswohnungen;4208;2009_4;166;98,304
gebrauchte Eigentumswohnungen;4208;2010_1;154;100,000
gebrauchte Eigentumswohnungen;4208;2010_2;190;102,722
gebrauchte Eigentumswohnungen;4208;2010_3;162;103,903
gebrauchte Eigentumswohnungen;4208;2010_4;218;105,311
gebrauchte Eigentumswohnungen;4208;2011_1;112;104,801
gebrauchte Eigentumswohnungen;4208;2011_2;194;103,879
gebrauchte Eigentumswohnungen;4208;2011_3;202;105,259
gebrauchte Eigentumswohnungen;4208;2011_4;188;106,905
gebrauchte Eigentumswohnungen;4208;2012_1;181;109,232
gebrauchte Eigentumswohnungen;4208;2012_2;140;112,955
gebrauchte Eigentumswohnungen;4208;2012_3;187;114,421
gebrauchte Eigentumswohnungen;4208;2012_4;173;113,920
gebrauchte Eigentumswohnungen;4208;2013_1;179;111,179
gebrauchte Eigentumswohnungen;4208;2013_2;180;112,434
gebrauchte Eigentumswohnungen;4208;2013_3;197;115,841
gebrauchte Eigentumswohnungen;4208;2013_4;211;110,508
gebrauchte Eigentumswohnungen;4208;2014_1;153;110,001
gebrauchte Eigentumswohnungen;4208;2014_2;174;121,813
gebrauchte Eigentumswohnungen;4208;2014_3;222;123,877
gebrauchte Eigentumswohnungen;4208;2014_4;219;121,226
gebrauchte Eigentumswohnungen;4208;2015_1;147;133,385
gebrauchte Eigentumswohnungen;4208;2015_2;163;150,743
gebrauchte Eigentumswohnungen;4208;2015_3;167;151,176
gebrauchte Eigentumswohnungen;4208;2015_4;235;145,591
gebrauchte Eigentumswohnungen;4208;2016_1;149;147,310
gebrauchte Eigentumswohnungen;4208;2016_2;174;150,483
gebrauchte Eigentumswohnungen;4208;2016_3;172;138,476
gebrauchte Eigentumswohnungen;4208;2016_4;175;135,148
gebrauchte Eigentumswohnungen;4208;2017_1;133;132,408
gebrauchte Eigentumswohnungen;4208;2017_2;206;144,011
gebrauchte Eigentumswohnungen;4208;2017_3;136;169,416
gebrauchte Eigentumswohnungen;4208;2017_4;158;175,896
gebrauchte Eigentumswohnungen;4208;2018_1;133;171,404
gebrauchte Eigentumswohnungen;4208;2018_2;160;179,475
gebrauchte Eigentumswohnungen;4208;2018_3;140;188,785
gebrauchte Eigentumswohnungen;4208;2018_4;159;171,691
gebrauchte Eigentumswohnungen;4208;2019_1;128;
gebrauchte Eigentumswohnungen;4208;2019_2;;
gebrauchte Eigentumswohnungen;4208;2019_3;;
gebrauchte Eigentumswohnungen;4208;2019_4;;
gebrauchte Eigentumswohnungen;4208;2020_1;;
gebrauchte Eigentumswohnungen;4208;2020_2;;
gebrauchte Eigentumswohnungen;4208;2020_3;;
gebrauchte Eigentumswohnungen;4208;2020_4;;
gebrauchte Eigentumswohnungen;4208;2021_1;;
gebrauchte Eigentumswohnungen;4208;2021_2;;
gebrauchte Eigentumswohnungen;4208;2021_3;;
gebrauchte Eigentumswohnungen;4208;2021_4;;
